election,country,ISO,year,date,office,numresponses,COUNTRYDATA,PR,CL,fhcategory,development,gdp_pc_ppp,region,region9,oecd,OVERALLINTEGRITY,PEI_add_original_m,PEI_add_original,PEI_add_new_m,PEI_add_new,PEI_concept_m,PEI_contestation_m,PEI_participation_m,PEI_deliberation_m,PEI_adjudication_m,PEI_concept,PEI_contestation,PEI_participation,PEI_deliberation,PEI_adjudication,rating,PEIindexi_original,LAWS,lawsunfair,lawsunfair2,favoredincumbent,favoredincumbent2,citizens,citizens2,certainty,changes,equal,enfranchised,laws,laws_m,laws_new,laws_new_m,PROCEDURES,managed,votinginfo,fairofficials,legalelections,procedures,procedures_m,procedures_new,procedures_new_m,BOUNDARIES,bdiscrim,bdiscrim2,bfavored,bfavored2,bimpartial,boundaries,boundaries_m,boundaries_new,boundaries_new_m,VOTERREGISTRATION,reglisted,reglisted2,reginaccurate,reginaccurate2,ineligible,ineligible2,unlikelyreg,unlikelyreg2,votereg,votereg_m,voterreg_new,voterreg_new_m,PARTYREGISTRATION,oppprevent,oppprevent2,womenopp,minorityopp,leaderselect,leaderselect2,rallies,rallies2,equalopp,partytargeted,partytargeted2,partyreg,partyreg_m,partyreg_new,partyreg_new_m,MEDIACOVERAGE,balanced,newspapers,tv,tv2,fairaccess,faircoverage,socialmedia,disinformation,disinformation2,deliberation,media,media_m,media_new,media_new_m,CAMPAIGNFINANCE,subsidies,donations,accounts,rich,rich2,resources,resources2,bribed,bribed2,finance,finance_m,finance_new,finance_new_m,VOTINGPROCESS,violence,violence2,fraudulent,fraudulent2,easy,choice,postal,disabled,expats,internet,gaps,gaps2,encouraged,identification,identification2,voting,voting_m,voting_new,voting_new_m,VOTECOUNT,secure,delay,faircount,intlmonitors,intlmonitors2,domesticmonitors,domesticmonitors2,count,count_m,count_new,count_new_m,VOTINGRESULTS,challenged,challenged2,protestspeace,protestspeace2,protestsviolent,protestsviolent2,disputes,effective,results,results_m,results_new,results_new_m,ELECTIONAUTHORITIES,impartial,info,scrutiny,performance,targeted,targeted2,EMBs,EMBs_m,EMBs_new,EMBs_new_m,ROTATING,freetovote,fearviolence,fearviolence2,ballotconfidential,freefairelect,cashforvotes,cashforvotes2,patronage,patronage2,audit,hacking,campaignnews,govtnews,fakenews,fakenews2,hatespeech,hatespeech2,informedchoices,foreigninterference,foreigninterference2,mediamonitors,cyberattacks,cyberattacks2,diversenews,journalisticstandards,partisanjournalists,partisanjournalists2,fakesocial,fakesocial2,emergency,emergency2,safetyvoters,safetyworkers,safetyworkers2,opportunitycampaign,opportunitycampaign2,incumbentcampaign,incumbentcampaign2,postponed,postponed2,hesitant,hesitant2,support,shortage,shortage2,resourced,resourced2
SVK_05032016_L1,Slovak Republic,SVK,2016,05/03/2016,Legislative,13,,1,1,2,4,30632,4,5,1,,73,76,,,79,67,87,76,84,79,68,87,76,84,8,74,,2,4,2,4,2,4,,,,,70,70,,,,4,5,4,5,85,85,85,85,,2,4,2,4,3,71,67,71,67,,2,4,1,5,1,5,,,88,87,,,,2,4,4,4,4,3,2,4,,,,73,74,,,,4,4,2,4,4,4,3,,,,64,68,,,,4,4,3,3,3,3,3,2,4,56,57,61,61,,1,5,2,4,4,4,5,4,5,2,,,,,,89,87,,,,4,4,4,1,5,2,4,82,82,82,82,,2,4,2,4,1,5,4,,84,84,,,,4,4,4,4,,,77,78,,,,4,1,1,5,5,39,39,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVK_30032019_P2,Slovakia,SVK,2019,30/03/2019,Presidential,6,,1,2,2,4,31967,4,5,1,,77,72,,,78,77,69,81,84,78,76,70,81,87,9,77,,2,4,2,4,2,4,,,,,79,79,,,,5,5,5,5,96,96,96,96,,2,5,2,5,3,73,77,73,77,,2,4,1,5,1,5,,,87,87,,,,1,5,5,5,3,4,1,5,,,,87,87,,,,4,4,2,4,4,4,2,,,,61,60,,,,4,4,4,3,3,2,4,2,4,65,65,67,67,,1,5,1,5,5,5,2,3,3,1,,,,,,78,78,,,,5,5,5,2,4,1,5,89,90,89,90,,3,3,1,5,2,4,4,,68,72,,,,5,5,5,5,,,91,91,,,,,,,,,,,,,,,,,3,3,4,4,4,2,2,4,2,2,4,3,3,3,3,3,,,,,,,,,,,,,,,,,,
SVK_29022020_L1,Slovakia,SVK,2020,29/02/2020,Legislative,4,,1,1,2,4,31356,4,5,1,,78,78,,,77,67,85,72,86,79,69,85,72,89,8,79,,2,5,2,4,2,4,,,,,79,79,,,,5,5,5,5,94,94,94,94,,2,4,4,2,4,58,58,58,58,,2,4,1,5,2,5,,,88,88,,,,1,5,4,5,3,3,2,4,,,,78,78,,,,3,3,3,3,4,4,3,,,,53,58,,,,4,4,3,3,4,3,3,2,4,56,56,58,58,,2,5,2,4,5,5,4,5,5,1,,,,,,88,87,,,,5,5,5,1,5,2,4,90,91,90,91,,2,4,1,5,1,5,4,,83,86,,,,5,5,5,5,,,92,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVK_30092023_L1,Slovakia,SVK,2023,30/09/2023,Legislative,6,,1,1,2,4,38566,4,5,1,,70,,71,,68,62,68,62,78,68,61,69,62,79,9,,,3,3,2,4,2,4,4,3,5,4,64,64,72,69,,5,4,5,5,89,89,89,89,,3,4,1,5,3,92,71,92,71,,2,4,2,4,2,4,2,4,77,77,73,74,,1,5,4,4,4,2,2,5,4,3,3,69,69,64,64,,4,,2,4,4,4,3,5,1,3,60,62,51,52,,4,4,3,3,3,2,4,3,3,58,61,56,59,,2,4,2,4,5,5,,4,4,1,4,2,2,2,4,83,82,64,61,,5,4,5,2,4,2,5,85,85,85,85,,2,4,2,4,1,5,4,5,80,81,81,82,,5,4,4,4,1,5,78,80,80,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVN_02122012_P2,Slovenia,SVN,2012,02/12/2012,Presidential,11,,1,1,2,4,28842,4,5,1,,70,,,,76,65,90,71,76,76,60,88,71,84,,75,,3,3,3,3,2,4,,,,,68,68,,,,4,5,4,5,88,88,88,88,,2,4,3,4,3,58,58,58,58,,2,4,1,5,1,5,,,93,90,,,,1,5,3,4,3,3,1,5,,,,78,72,,,,3,3,2,4,3,3,2,,,,44,49,,,,3,3,3,2,4,3,3,,,58,58,,,,1,5,1,5,5,4,5,5,4,1,,,,,,92,90,,,,5,5,5,1,5,1,5,100,94,100,94,,2,4,2,4,2,5,3,,56,72,,,,4,5,4,5,,,86,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVN_13072014_L1,Slovenia,SVN,2014,13/07/2014,Legislative,7,,1,1,2,4,30995,4,5,1,,76,82,,,84,75,90,83,87,84,74,90,82,88,8,79,,2,4,1,5,2,4,,,,,83,81,,,,4,4,4,4,78,78,78,78,,2,5,2,5,3,75,75,75,75,,1,5,1,5,1,5,,,93,93,,,,2,4,4,4,3,3,2,4,,,,74,77,,,,4,4,2,4,4,4,3,,,,60,68,,,,4,3,3,1,5,2,4,,,72,70,,,,1,5,1,5,5,5,5,4,4,1,,,,,,90,90,,,,5,5,5,1,5,1,5,94,94,94,94,,3,3,2,4,1,5,4,,73,73,,,,4,5,5,4,,,84,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVN_12112017_P2,Slovenia,SVN,2017,12/11/2017,Presidential,15,,1,1,2,4,32885,4,5,1,,81,66,,,82,80,93,72,85,84,80,92,72,92,9,81,,2,4,2,4,1,5,,,,,87,88,,,,5,5,5,5,93,94,93,94,,1,5,2,4,4,86,86,86,86,,2,5,1,5,1,5,,,92,90,,,,1,5,5,4,2,4,1,5,,,,87,87,,,,3,3,2,4,4,3,3,,,,52,59,,,,4,4,3,2,4,2,4,1,5,69,70,73,74,,1,5,1,5,5,4,5,5,5,1,,,,,,91,91,,,,5,5,5,1,5,1,5,93,93,93,93,,1,5,1,5,1,5,4,,84,86,,,,4,5,4,5,,,84,87,,,,,,,5,,,,,,30,11,4,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVN_03072018_L1,Slovenia,SVN,2018,03/07/2018,Legislative,13,,1,1,2,4,31401,4,5,1,,76,68,,,78,67,90,66,89,78,66,90,66,90,8,75,,2,4,3,3,2,4,,,,,71,71,,,,4,4,5,5,88,88,88,88,,2,4,2,4,4,75,75,75,75,,1,5,1,5,1,5,,,93,92,,,,2,4,4,4,3,3,1,5,,,,76,76,,,,3,3,3,3,3,3,3,,,,41,46,,,,4,3,3,2,4,3,3,1,5,59,60,64,65,,1,5,1,5,5,4,4,4,5,1,,,,,,90,89,,,,5,5,5,1,5,2,5,90,90,90,90,,2,4,2,4,1,5,5,,81,85,,,,4,5,4,4,,,84,82,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,4,1,1,3,3,3,3,4,4,,,,,,,,,,,,,,,,,,
SVN_13112022_P2,Slovenia,SVN,2022,13/11/2022,Presidential,5,,1,2,2,4,43602,4,5,1,,,,,,77,72,84,66,86,77,73,84,69,83,9,80,,2,4,2,4,1,5,,,,,83,84,,,,4,4,4,4,71,71,71,71,,,,,,,,,,,,2,5,1,5,1,5,,,92,91,,,,1,5,4,4,3,4,1,5,,,,80,82,,,,3,3,4,3,3,3,2,,,,30,46,,,,3,3,3,2,4,3,3,1,5,53,59,58,64,,1,5,1,5,5,5,4,3,4,1,,,,,,83,83,,,,4,5,5,1,5,1,5,89,89,89,89,,1,5,1,5,1,5,5,,94,92,,,,4,4,4,4,,,72,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,4,2,4,2,4,3,4,3,3,2,4,4,2,4,2,4
SVN_24042022_L1,Slovenia,SVN,2022,24/04/2022,Legislative,5,,1,2,2,4,43602,4,5,1,,67,59,,,73,66,80,68,79,73,65,79,68,79,8,69,,2,4,2,4,2,4,,,,,78,78,,,,3,4,4,4,70,70,70,70,,2,5,3,4,4,77,77,77,77,,2,4,2,5,2,4,,,81,81,,,,2,4,3,4,3,3,2,4,,,,67,67,,,,3,3,2,4,3,3,3,,,,49,48,,,,5,4,3,3,4,3,3,1,5,71,70,75,74,,1,5,1,5,5,4,4,4,4,1,,,,,,83,83,,,,5,4,5,1,5,2,5,86,87,86,87,,1,5,1,5,1,5,4,,84,86,,,,4,4,4,3,,,73,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,5,1,5,1,5,1,5,1,5,1,5,4,1,5,1,5
SLB_19112014_L1,Solomon Islands,SLB,2014,19/11/2014,Legislative,8,,4,3,1,2,2129,5,3,0,,56,53,,,56,52,37,64,72,58,52,44,64,72,7,57,,2,4,2,4,2,4,,,,,76,76,,,,4,3,4,4,66,66,66,66,,2,4,2,4,4,72,74,72,74,,4,3,3,3,4,2,,,38,42,,,,2,4,2,3,2,4,2,4,,,,59,59,,,,4,4,2,4,3,4,4,,,,58,62,,,,2,2,2,3,3,4,2,,,22,26,,,,3,3,4,2,4,4,2,2,2,2,,,,,,46,44,,,,4,4,4,2,4,2,4,72,72,72,72,,3,3,3,3,2,4,4,,63,64,,,,4,4,4,4,,,70,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLB_03042019_L1,Solomon Islands,SLB,2019,03/04/2019,Legislative,3,,2,2,2,2,2773,5,3,1,,64,70,,,69,59,59,81,76,69,58,60,81,76,7,63,,2,4,1,5,1,5,,,,,86,86,,,,4,4,4,4,73,73,73,73,,2,5,2,5,4,83,83,83,83,,3,3,2,4,3,3,,,58,58,,,,2,4,3,3,2,4,2,4,,,,65,65,,,,4,4,2,4,3,4,4,,,,65,66,,,,3,2,2,4,2,4,2,3,3,30,30,32,32,,2,4,3,4,4,5,2,4,3,2,,,,,,83,70,,,,4,4,4,2,4,2,4,75,80,75,80,,4,2,2,4,3,3,4,,56,56,,,,4,4,4,4,,,79,79,,,,,,,,,,,,,,,,,2,2,3,3,4,2,2,4,2,2,4,4,2,2,2,2,,,,,,,,,,,,,,,,,,
ZAF_07052014_L1,South Africa,ZAF,2014,07/05/2014,Legislative,16,,2,2,2,3,13127,1,1,0,,63,67,,,66,54,63,70,79,66,52,63,70,77,8,63,,2,4,2,4,2,4,,,,,74,74,,,,4,4,4,4,78,78,78,78,,2,4,2,4,4,73,73,73,73,,4,2,3,3,2,4,,,58,54,,,,2,4,4,4,3,3,4,2,,,,66,62,,,,4,4,4,2,3,4,3,,,,55,56,,,,3,2,2,3,4,4,2,,,34,35,,,,3,3,3,3,4,4,3,4,4,2,,,,,,73,71,,,,4,4,4,2,4,2,4,78,77,78,77,,2,4,2,4,2,4,4,,74,73,,,,4,4,4,4,,,71,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZAF_08052019_L1,South Africa,ZAF,2019,08/05/2019,Legislative,11,,2,2,2,3,14289,1,1,0,,65,57,,,69,59,66,69,83,71,63,68,69,83,8,69,,2,4,3,3,2,4,,,,,72,72,,,,4,4,4,4,82,82,82,82,,2,4,2,4,3,70,70,70,70,,4,2,3,4,3,3,,,40,44,,,,2,4,4,4,3,3,2,4,,,,69,70,,,,3,3,3,3,3,4,3,,,,58,60,,,,3,2,2,3,3,4,2,3,4,28,38,35,42,,3,3,3,3,4,4,3,4,4,1,,,,,,68,71,,,,4,4,4,2,4,2,4,84,83,84,83,,3,3,2,4,2,4,4,,74,73,,,,4,4,4,4,,,77,77,,,,,,,,,,,,,,,,,2,2,4,4,4,2,2,4,2,2,4,4,3,3,3,3,,,,,,,,,,,,,,,,,,
ESP_20122015_L1,Spain,ESP,2015,20/12/2015,Legislative,25,,1,1,2,4,34696,4,6,1,,68,71,,,69,57,63,69,88,69,57,64,68,87,8,69,,4,2,4,2,2,4,,,,,34,35,,,,4,4,4,5,84,83,84,83,,3,3,3,3,3,46,46,46,46,,3,3,2,4,2,4,,,75,76,,,,1,5,4,4,3,3,2,5,,,,74,73,,,,3,3,3,3,3,3,2,,,,42,45,,,,3,3,2,2,4,3,3,,,52,52,,,,1,5,2,5,4,5,4,4,2,1,,,,,,75,74,,,,5,5,5,1,5,1,5,94,92,94,92,,1,5,1,5,1,5,4,,92,93,,,,4,4,4,4,,,83,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP_26062016_L1,Spain,ESP,2016,26/06/2016,Legislative,16,,1,1,2,4,36310,4,6,1,,68,70,,,67,60,63,63,83,68,59,65,63,84,8,69,,4,2,4,2,2,4,,,,,41,41,,,,4,4,5,5,87,85,87,85,,3,3,3,3,4,59,59,59,59,,2,4,2,4,2,4,,,77,74,,,,1,5,4,4,3,3,2,4,,,,75,75,,,,3,3,3,3,3,3,3,,,,48,52,,,,4,3,2,2,4,3,3,1,5,57,55,63,61,,1,5,2,4,4,4,4,3,2,2,,,,,,68,68,,,,5,5,5,2,4,1,5,90,90,90,90,,1,5,1,5,1,5,4,,92,91,,,,4,4,4,4,,,81,81,,,,4,2,2,5,4,20,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP_10112019_L1,Spain,ESP,2019,10/11/2019,Legislative,11,,1,1,2,4,41695,4,6,1,,72,65,,,74,63,73,74,84,73,62,72,74,83,9,74,,3,3,3,3,2,4,,,,,59,59,,,,4,4,4,4,80,80,80,80,,3,3,2,4,4,63,62,63,62,,2,4,1,5,1,5,,,89,89,,,,2,4,4,4,3,3,2,4,,,,70,70,,,,3,3,2,4,4,4,3,,,,53,60,,,,4,3,3,2,4,3,3,1,5,61,59,66,64,,1,5,1,5,4,4,5,4,3,1,,,,,,81,79,,,,5,4,5,2,4,2,4,87,85,87,85,,1,5,1,5,1,5,5,,91,91,,,,4,4,4,4,,,80,80,,,,,,,,,,,,,,,,,2,2,4,4,4,4,4,4,4,4,3,4,3,3,4,4,,,,,,,,,,,,,,,,,,
ESP_28042019_L1,Spain,ESP,2019,28/04/2019,Legislative,5,,1,1,2,4,41695,4,6,1,,77,77,,,78,67,71,84,93,79,67,71,84,93,9,80,,2,4,2,4,1,5,,,,,77,77,,,,5,5,5,5,94,94,94,94,,2,4,2,4,4,72,72,72,72,,1,5,1,5,1,5,,,93,93,,,,2,4,3,3,4,2,2,4,,,,60,60,,,,4,4,2,4,4,4,2,,,,63,64,,,,4,4,3,2,4,2,4,1,5,69,70,73,74,,1,5,1,5,5,5,5,4,2,1,,,,,,80,80,,,,5,5,5,1,5,1,5,98,98,98,98,,1,5,1,5,1,5,5,,94,94,,,,4,5,5,4,,,89,89,,,,,,,,,,,,,,,,,2,2,3,3,5,5,5,4,4,4,3,4,4,4,3,3,,,,,,,,,,,,,,,,,,
ESP_23072023_L1,Spain,ESP,2023,23/07/2023,Legislative,16,,1,1,2,4,45788,4,6,1,,74,77,76,80,73,67,66,67,90,73,68,67,67,90,9,,,3,3,2,4,2,4,5,4,3,4,64,64,67,68,,5,5,5,5,91,91,91,91,,3,3,3,3,4,59,59,59,59,,1,5,1,5,1,5,2,5,94,93,93,92,,1,5,4,4,3,3,1,5,4,2,4,77,77,74,74,,3,,2,4,4,3,3,4,2,3,58,59,54,55,,4,3,3,2,4,3,3,2,5,63,64,66,68,,1,5,1,5,5,5,,4,4,1,3,3,3,2,4,86,88,64,66,,5,5,5,1,5,1,5,92,93,92,93,,2,4,2,4,2,5,5,5,79,80,82,83,,5,5,5,5,1,5,92,91,92,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LKA_08012015_P1,Sri Lanka,LKA,2015,08/01/2015,Presidential,9,,5,5,1,2,11778,3,4,0,,51,59,,,46,39,35,46,62,46,38,35,49,61,7,51,,3,3,3,3,3,3,,,,,56,56,,,,4,4,4,4,72,72,72,72,,3,3,2,4,3,57,53,57,53,,3,3,3,3,3,3,,,57,51,,,,3,3,4,3,4,2,4,2,,,,49,47,,,,2,2,4,2,2,2,4,,,,34,34,,,,2,3,2,4,2,4,2,,,28,27,,,,4,2,4,3,4,4,4,3,2,2,,,,,,53,46,,,,4,4,4,3,4,3,4,68,68,68,68,,2,4,3,3,2,4,3,,58,62,,,,3,4,4,4,,,71,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LKA_17082015_L1,Sri Lanka,LKA,2015,17/08/2015,Legislative,6,,5,5,1,2,11778,3,4,0,,52,50,,,52,40,39,53,76,51,38,39,53,75,8,53,,3,3,3,4,2,4,,,,,67,61,,,,4,4,4,5,73,73,73,73,,4,2,3,3,3,44,45,44,45,,4,2,3,3,2,4,,,45,47,,,,2,5,3,4,4,2,3,3,,,,51,53,,,,2,2,4,3,2,2,4,,,,41,41,,,,2,2,1,4,2,4,2,,,22,22,,,,3,3,2,4,3,4,4,4,1,1,,,,,,63,54,,,,4,3,4,2,4,2,4,76,75,76,75,,3,3,3,3,3,3,4,,64,56,,,,4,3,3,4,,,68,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LKA_16112019_P1,Sri Lanka,LKA,2019,16/11/2019,Presidential,10,,4,4,1,2,13632,3,4,0,,52,45,,,52,46,45,53,63,53,47,46,53,68,6,62,,2,4,3,4,2,4,,,,,68,66,,,,4,4,4,4,79,79,79,79,,2,4,3,3,3,57,57,57,57,,3,3,3,3,2,4,,,55,58,,,,2,4,2,3,3,3,3,3,,,,48,49,,,,2,2,4,3,3,2,4,,,,41,41,,,,3,2,2,4,2,4,2,3,3,25,29,26,32,,3,3,3,3,4,4,4,3,2,1,,,,,,53,55,,,,4,4,4,2,4,2,4,73,75,73,75,,2,4,3,3,2,4,2,,59,60,,,,3,4,4,4,,,68,68,,,,,,,,,,,,,,,,,4,4,4,4,4,4,4,4,2,2,3,2,4,4,4,4,,,,,,,,,,,,,,,,,,
LKA_05082020_L1,Sri Lanka,LKA,2020,05/08/2020,Legislative,5,,4,4,1,2,13227,3,4,0,,44,44,,,53,42,38,65,67,54,44,41,65,67,6,60,,1,5,3,3,2,4,,,,,75,75,,,,4,4,4,4,78,78,78,78,,4,3,4,2,5,50,50,50,50,,3,3,3,3,3,3,,,56,55,,,,2,4,2,4,4,2,3,3,,,,51,51,,,,3,3,3,3,2,2,4,,,,44,44,,,,2,3,1,4,2,4,2,4,2,24,28,23,27,,4,2,4,2,4,4,5,3,2,2,,,,,,49,51,,,,4,4,4,2,4,2,4,73,73,73,73,,3,3,3,3,3,3,3,,56,56,,,,4,4,4,4,,,76,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDN_13042015_P1,Sudan,SDN,2015,13/04/2015,Presidential,9,,7,7,0,2,4568,1,1,0,,41,34,,,43,35,48,35,56,44,35,48,35,56,4,43,,4,2,4,2,4,2,,,,,25,25,,,,3,3,3,3,47,47,47,47,,3,3,3,3,2,36,38,36,38,,4,2,3,3,4,2,,,36,36,,,,3,3,4,3,4,2,4,2,,,,49,47,,,,2,2,4,2,2,2,4,,,,33,36,,,,2,2,2,3,3,4,2,,,25,26,,,,3,3,4,3,3,3,2,3,3,2,,,,,,47,48,,,,3,4,3,2,4,3,3,59,55,59,55,,3,3,2,4,2,4,4,,56,59,,,,2,3,3,2,,,34,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUR_25052015_L1,Suriname,SUR,2015,25/05/2015,Legislative,11,,2,2,2,3,15723,2,9,0,,47,,,,49,44,37,52,65,51,45,45,52,62,6,50,,3,3,3,3,3,4,,,,,52,52,,,,3,4,3,4,65,65,65,65,,3,3,3,3,3,42,42,42,42,,3,3,4,3,3,3,,,60,48,,,,2,4,4,4,4,2,2,4,,,,62,62,,,,3,3,4,2,2,3,3,,,,32,36,,,,2,3,2,4,2,5,2,,,24,23,,,,2,4,3,3,4,4,2,3,1,1,,,,,,38,50,,,,3,2,4,3,3,2,4,63,55,63,55,,4,2,3,3,1,5,4,,66,65,,,,3,3,3,3,,,49,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUR_25052020_L1,Suriname,SUR,2020,25/05/2020,Legislative,5,,2,2,2,3,16733,2,9,0,,60,,,,59,53,50,73,60,60,52,57,71,62,6,56,,3,3,3,3,2,4,,,,,58,58,,,,2,4,3,4,60,60,60,60,,3,3,2,4,3,58,58,58,58,,3,3,4,3,3,3,,,38,43,,,,2,4,4,4,4,2,3,3,,,,66,63,,,,4,4,3,3,4,4,4,,,,71,67,,,,4,2,1,3,3,5,2,3,3,,36,,38,,2,4,3,3,4,5,2,3,3,1,,,,,,,63,,,,4,2,4,3,3,2,4,51,54,51,54,,4,2,3,3,2,4,3,,52,55,,,,3,4,4,3,,,63,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWZ_20092013_L1,Swaziland,SWZ,2013,20/09/2013,Legislative,7,,7,5,0,2,8174,1,1,0,,40,41,,,51,32,53,53,65,51,32,52,54,65,5,45,,4,2,4,2,4,2,,,,,15,18,,,,4,4,3,4,58,63,58,63,,4,2,4,2,2,28,26,28,26,,3,3,3,3,3,3,,,48,48,,,,4,2,2,2,3,3,3,3,,,,34,34,,,,3,3,3,3,2,3,3,,,,50,47,,,,2,2,3,4,2,3,3,,,30,38,,,,3,3,3,3,3,3,3,3,3,2,,,,,,51,51,,,,3,4,3,2,4,2,4,72,63,72,63,,4,2,3,3,2,4,4,,57,55,,,,3,4,3,3,,,49,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWZ_21092018_L1,Swaziland,SWZ,2018,21/09/2018,Legislative,8,,7,6,0,2,7739,1,1,0,,38,54,,,39,29,42,35,51,39,31,40,36,49,3,38,,5,2,4,2,5,2,,,,,15,15,,,,3,3,3,4,57,56,57,56,,3,3,3,3,3,50,47,50,47,,3,3,3,3,3,3,,,50,46,,,,4,2,2,2,3,3,4,2,,,,30,35,,,,3,3,4,3,2,3,3,,,,38,38,,,,2,2,2,4,2,4,2,3,3,15,20,25,25,,3,3,3,3,3,2,3,3,2,2,,,,,,51,42,,,,4,3,4,3,3,3,3,70,57,70,57,,4,2,3,3,3,3,3,,48,43,,,,3,3,2,2,,,41,40,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,4,2,2,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,
SWE_14092014_L1,Sweden,SWE,2014,14/09/2014,Legislative,21,,1,1,2,4,46405,4,6,1,,79,82,,,84,73,92,80,93,84,73,91,80,92,9,80,,2,4,2,4,1,5,,,,,79,79,,,,5,5,5,5,90,90,90,90,,2,4,2,4,4,85,85,85,85,,1,5,1,5,1,5,,,96,93,,,,1,5,4,4,2,4,2,4,,,,80,80,,,,4,4,2,4,3,3,2,,,,61,58,,,,4,3,2,2,4,2,4,,,69,66,,,,1,5,1,5,4,5,5,5,5,1,,,,,,94,90,,,,5,5,5,1,5,1,5,97,94,97,94,,1,5,2,4,1,5,5,,88,89,,,,5,5,5,5,,,93,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWE_09092018_L1,Sweden,SWE,2018,09/09/2018,Legislative,23,,1,1,2,4,46949,4,6,1,,82,83,,,89,82,93,89,93,89,82,93,89,94,9,85,,2,4,1,5,1,5,,,,,87,87,,,,5,5,5,5,94,93,94,93,,2,4,1,5,4,83,83,83,83,,1,5,1,5,1,5,,,93,91,,,,1,5,5,4,2,4,2,4,,,,87,87,,,,4,4,2,4,4,4,3,,,,76,75,,,,4,3,3,1,5,2,4,1,5,71,72,75,76,,1,5,2,5,5,5,5,5,5,1,,,,,,95,93,,,,5,5,5,1,5,1,5,94,95,94,95,,1,5,1,5,1,5,4,,91,93,,,,5,5,5,5,,,94,94,,,,,,,,,,,,,,,,,2,2,2,2,4,2,2,4,1,1,4,4,2,2,3,3,,,,,,,,,,,,,,,,,,
SWE_11092022_L1,Sweden,SWE,2022,11/09/2022,Legislative,10,,1,1,2,4,59324,4,6,1,,82,85,,,88,81,96,86,90,89,82,96,86,90,9,81,,2,4,1,5,1,5,,,,,92,92,,,,4,5,5,5,90,88,90,88,,1,5,1,5,4,85,85,85,85,,1,5,1,5,1,5,,,95,96,,,,1,5,4,4,2,4,1,5,,,,87,87,,,,3,3,2,5,4,4,2,,,,64,63,,,,4,3,3,2,5,1,5,1,5,68,68,73,73,,1,5,1,5,4,5,5,5,5,1,,,,,,94,93,,,,5,5,5,1,5,1,5,97,97,97,97,,1,5,2,4,1,5,4,,89,87,,,,5,5,5,5,,,95,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,4,2,4,1,5,1,5,1,5,1,5,5,1,5,1,5
CHE_18102015_L1,Switzerland,CHE,2015,18/10/2015,Legislative,20,,1,1,2,4,62500,4,6,1,,74,,,,79,66,87,77,85,79,66,85,77,88,9,79,,2,4,2,4,2,5,,,,,77,77,,,,5,4,5,5,91,90,91,90,,2,4,2,4,4,74,75,74,75,,1,5,1,5,1,5,,,93,93,,,,1,5,4,4,2,4,1,5,,,,82,82,,,,4,4,2,4,3,4,2,,,,53,59,,,,3,2,1,3,3,1,5,,,42,41,,,,1,5,1,5,4,4,5,4,5,4,,,,,,84,82,,,,5,5,5,1,5,1,5,93,93,93,93,,1,5,1,5,1,5,4,,91,91,,,,5,5,5,5,,,92,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
