election,country,ISO,year,date,office,numresponses,COUNTRYDATA,PR,CL,fhcategory,development,gdp_pc_ppp,region,region9,oecd,OVERALLINTEGRITY,PEI_add_original_m,PEI_add_original,PEI_add_new_m,PEI_add_new,PEI_concept_m,PEI_contestation_m,PEI_participation_m,PEI_deliberation_m,PEI_adjudication_m,PEI_concept,PEI_contestation,PEI_participation,PEI_deliberation,PEI_adjudication,rating,PEIindexi_original,LAWS,lawsunfair,lawsunfair2,favoredincumbent,favoredincumbent2,citizens,citizens2,certainty,changes,equal,enfranchised,laws,laws_m,laws_new,laws_new_m,PROCEDURES,managed,votinginfo,fairofficials,legalelections,procedures,procedures_m,procedures_new,procedures_new_m,BOUNDARIES,bdiscrim,bdiscrim2,bfavored,bfavored2,bimpartial,boundaries,boundaries_m,boundaries_new,boundaries_new_m,VOTERREGISTRATION,reglisted,reglisted2,reginaccurate,reginaccurate2,ineligible,ineligible2,unlikelyreg,unlikelyreg2,votereg,votereg_m,voterreg_new,voterreg_new_m,PARTYREGISTRATION,oppprevent,oppprevent2,womenopp,minorityopp,leaderselect,leaderselect2,rallies,rallies2,equalopp,partytargeted,partytargeted2,partyreg,partyreg_m,partyreg_new,partyreg_new_m,MEDIACOVERAGE,balanced,newspapers,tv,tv2,fairaccess,faircoverage,socialmedia,disinformation,disinformation2,deliberation,media,media_m,media_new,media_new_m,CAMPAIGNFINANCE,subsidies,donations,accounts,rich,rich2,resources,resources2,bribed,bribed2,finance,finance_m,finance_new,finance_new_m,VOTINGPROCESS,violence,violence2,fraudulent,fraudulent2,easy,choice,postal,disabled,expats,internet,gaps,gaps2,encouraged,identification,identification2,voting,voting_m,voting_new,voting_new_m,VOTECOUNT,secure,delay,faircount,intlmonitors,intlmonitors2,domesticmonitors,domesticmonitors2,count,count_m,count_new,count_new_m,VOTINGRESULTS,challenged,challenged2,protestspeace,protestspeace2,protestsviolent,protestsviolent2,disputes,effective,results,results_m,results_new,results_new_m,ELECTIONAUTHORITIES,impartial,info,scrutiny,performance,targeted,targeted2,EMBs,EMBs_m,EMBs_new,EMBs_new_m,ROTATING,freetovote,fearviolence,fearviolence2,ballotconfidential,freefairelect,cashforvotes,cashforvotes2,patronage,patronage2,audit,hacking,campaignnews,govtnews,fakenews,fakenews2,hatespeech,hatespeech2,informedchoices,foreigninterference,foreigninterference2,mediamonitors,cyberattacks,cyberattacks2,diversenews,journalisticstandards,partisanjournalists,partisanjournalists2,fakesocial,fakesocial2,emergency,emergency2,safetyvoters,safetyworkers,safetyworkers2,opportunitycampaign,opportunitycampaign2,incumbentcampaign,incumbentcampaign2,postponed,postponed2,hesitant,hesitant2,support,shortage,shortage2,resourced,resourced2
ROU_09122012_L1,Romania,ROU,2012,09/12/2012,Legislative,13,,2,2,2,3,18983,4,5,0,,46,55,,,51,43,52,42,67,50,43,50,41,67,,48,,3,3,3,3,3,3,,,,,46,46,,,,3,3,3,4,59,59,59,59,,4,2,3,3,2,34,34,34,34,,4,2,4,2,4,2,,,29,27,,,,2,4,3,4,4,2,3,3,,,,58,58,,,,2,2,3,3,2,2,3,,,,33,32,,,,3,3,2,4,2,4,2,,,34,33,,,,3,3,4,2,4,3,1,4,4,1,,,,,,63,58,,,,3,4,3,2,4,2,4,68,67,68,67,,3,3,2,4,2,4,4,,68,68,,,,3,3,3,3,,,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROU_16112014_P2,Romania,ROU,2014,16/11/2014,Presidential,18,,2,2,2,3,20797,4,5,0,,51,53,,,54,49,44,53,69,54,51,45,53,69,7,53,,3,3,4,2,3,3,,,,,43,42,,,,2,4,3,3,54,54,54,54,,3,3,4,3,3,46,46,46,46,,4,2,4,2,4,2,,,28,26,,,,2,4,4,4,3,3,3,4,,,,63,65,,,,2,2,3,3,2,2,4,,,,40,40,,,,3,3,2,3,3,4,2,,,44,44,,,,3,3,3,3,3,4,2,4,3,1,,,,,,53,55,,,,4,4,4,2,4,2,4,82,81,82,81,,2,4,3,3,2,4,4,,70,72,,,,3,4,3,3,,,55,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROU_11122016_L1,Romania,ROU,2016,11/12/2016,Legislative,17,,2,2,2,3,23626,4,5,0,,65,71,,,67,58,69,59,83,66,57,68,58,81,8,65,,3,3,2,4,2,4,,,,,61,61,,,,4,4,4,4,79,79,79,79,,3,3,2,4,3,60,58,60,58,,3,3,4,2,3,3,,,45,44,,,,2,4,3,4,4,2,2,4,,,,61,58,,,,2,2,2,4,3,2,3,,,,51,50,,,,4,3,3,3,3,3,3,3,3,56,57,56,57,,2,4,2,4,4,4,4,4,4,1,,,,,,76,74,,,,4,4,4,2,4,2,4,88,83,88,83,,2,4,2,4,1,5,4,,82,82,,,,4,4,4,4,,,80,78,,,,4,2,2,4,4,15,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROU_24112019_P2,Romania,ROU,2019,24/11/2019,Presidential,4,,2,2,2,3,31867,4,5,0,,59,59,,,54,41,56,48,71,55,43,58,47,72,8,52,,4,2,3,4,2,4,,,,,54,54,,,,4,4,3,4,67,66,67,66,,4,3,4,2,3,38,38,38,38,,4,2,3,3,3,3,,,47,47,,,,2,4,3,4,4,2,3,3,,,,60,58,,,,2,2,3,3,3,2,3,,,,35,35,,,,3,2,1,4,2,4,2,3,3,25,25,28,28,,2,4,4,2,4,4,3,2,4,2,,,,,,58,57,,,,4,4,4,2,4,2,4,78,73,78,73,,2,4,3,4,2,4,4,,73,70,,,,3,4,4,4,,,65,65,,,,,,,,,,,,,,,,,3,3,4,4,2,3,3,4,3,3,3,2,3,3,4,4,,,,,,,,,,,,,,,,,,
ROU_06122020_L1,Romania,ROU,2020,06/12/2020,Legislative,12,,2,2,2,3,32202,4,5,0,,52,48,,,55,49,62,44,65,55,50,63,44,65,8,55,,3,3,3,3,2,4,,,,,53,53,,,,4,4,3,4,65,65,65,65,,3,3,3,3,3,56,56,56,56,,3,3,3,3,3,3,,,53,49,,,,2,4,3,4,4,2,3,3,,,,52,54,,,,2,2,4,3,2,2,3,,,,36,35,,,,3,3,2,3,3,4,2,3,3,46,47,45,46,,2,4,3,3,4,3,3,4,4,2,,,,,,64,64,,,,4,4,3,2,4,2,4,70,69,70,69,,3,3,2,4,2,4,4,,68,68,,,,3,4,3,3,,,54,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUS_18092016_L1,Russia,RUS,2016,18/09/2016,Legislative,13,,6,6,0,4,23163,4,5,0,,40,46,,,44,33,63,37,42,44,35,64,37,42,4,44,,4,2,4,2,3,3,,,,,35,35,,,,3,3,2,3,41,42,41,42,,3,3,4,3,3,39,41,39,41,,3,3,3,3,4,2,,,56,44,,,,4,2,4,4,4,2,5,1,,,,37,40,,,,2,2,4,2,2,2,4,,,,30,33,,,,2,2,2,3,3,4,2,3,3,29,31,31,35,,3,3,4,2,4,3,3,4,4,2,,,,,,58,59,,,,3,3,2,4,2,4,2,40,39,40,39,,3,3,2,4,2,4,3,,64,64,,,,2,3,2,3,,,41,40,,,,3,3,3,3,2,18,18,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUS_18032018_P1,Russia,RUS,2018,18/03/2018,Presidential,13,,7,6,0,3,24766,4,5,0,,52,66,,,48,41,68,36,48,47,39,68,36,47,4,50,,4,2,4,2,3,3,,,,,35,34,,,,3,4,3,3,65,63,65,63,,3,3,3,3,3,42,42,42,42,,3,3,2,4,3,3,,,61,60,,,,4,2,4,4,3,3,4,2,,,,53,50,,,,2,2,4,2,2,2,3,,,,32,35,,,,2,2,3,3,4,4,2,3,3,38,39,42,41,,2,4,4,2,4,3,3,4,4,2,,,,,,69,65,,,,3,4,3,3,3,3,3,47,51,47,51,,3,3,2,4,1,5,3,,64,62,,,,2,4,3,3,,,45,45,,,,,,,,,,,,,,,,,3,3,3,3,3,2,2,3,2,2,3,2,3,3,3,3,,,,,,,,,,,,,,,,,,
RUS_19092021_L1,Russia,RUS,2021,19/09/2021,Legislative,3,,7,6,0,3,32803,4,5,0,,23,,,,31,19,53,23,27,31,18,54,23,27,2,33,,4,2,5,1,4,2,,,,,14,14,,,,2,3,1,2,23,23,23,23,,4,2,5,1,1,8,8,8,8,,4,2,4,2,4,2,,,25,25,,,,5,1,4,3,2,4,5,1,,,,35,36,,,,3,3,5,1,1,2,4,,,,32,32,,,,2,2,1,4,2,5,1,4,2,5,13,13,15,,3,3,5,1,4,2,4,4,4,4,,,,,,50,50,,,,1,2,1,3,3,4,2,22,22,22,22,,4,2,3,3,2,4,3,,47,45,,,,1,3,1,1,,,22,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RWA_16092013_L1,Rwanda,RWA,2013,16/09/2013,Legislative,7,,6,5,0,1,1593,1,1,0,,60,67,,,66,59,80,60,66,65,59,80,60,62,7,64,,3,3,3,3,2,4,,,,,62,62,,,,4,4,3,4,71,71,71,71,,2,4,2,4,4,73,73,73,73,,2,4,2,5,2,4,,,79,79,,,,3,3,5,4,4,3,3,3,,,,63,60,,,,3,3,3,3,3,3,2,,,,53,50,,,,4,3,3,2,4,2,4,,,55,63,,,,2,4,2,4,5,4,3,3,5,2,,,,,,74,73,,,,4,4,4,2,4,2,4,73,73,73,73,,2,4,2,4,1,5,3,,78,78,,,,3,4,3,4,,,65,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RWA_04082017_P1,Rwanda,RWA,2017,04/08/2017,Presidential,5,,6,6,0,1,1913,1,1,0,,62,,,,50,43,69,34,57,45,39,63,34,44,4,51,,5,1,4,2,3,3,,,,,28,28,,,,4,5,3,4,70,64,70,64,,2,5,3,3,3,75,60,75,60,,2,4,2,4,1,5,,,85,85,,,,4,2,4,4,3,3,4,2,,,,51,48,,,,3,3,4,2,2,2,2,,,,18,30,,,,2,1,2,2,5,4,2,3,4,20,34,29,39,,3,3,2,4,4,2,2,4,4,1,,,,,,65,64,,,,3,5,4,3,3,3,3,70,63,70,63,,2,4,1,5,1,5,4,,63,83,,,,3,5,3,3,,,56,56,,,,,,,3,,,,,,2,3,3,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RWA_03092018_L1,Rwanda,RWA,2018,03/09/2018,Legislative,7,,6,6,0,1,1854,1,1,0,,55,,,,59,47,76,53,60,57,48,67,53,58,6,58,,3,3,4,2,3,3,,,,,40,43,,,,4,5,3,4,77,69,77,69,,3,3,4,2,3,39,41,39,41,,2,4,2,5,2,4,,,83,80,,,,3,3,4,2,3,3,3,3,,,,37,50,,,,3,3,3,3,3,3,3,,,,38,51,,,,3,2,3,3,4,3,3,2,4,43,49,67,54,,2,4,2,4,4,3,1,4,4,1,,,,,,80,70,,,,4,4,4,2,4,2,4,93,81,93,81,,3,3,2,4,1,5,3,,67,68,,,,3,4,3,4,,,63,63,,,,,,,,,,,,,,,,,3,3,2,2,3,4,4,3,2,2,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,
WSM_04032016_L1,Samoa,WSM,2016,04/03/2016,Legislative,6,,2,2,2,2,6345,5,3,0,,55,53,,,55,45,43,63,69,56,46,46,65,68,8,53,,4,2,4,2,4,3,,,,,33,33,,,,3,4,4,4,74,70,74,70,,3,3,3,3,4,62,62,62,62,,3,3,4,2,4,3,,,38,38,,,,4,3,3,4,3,3,3,4,,,,59,57,,,,4,4,3,3,3,4,3,,,,61,59,,,,3,3,2,4,2,4,2,4,2,25,31,24,29,,2,4,3,3,4,4,3,4,2,2,,,,,,64,61,,,,4,4,4,2,4,2,4,74,74,74,74,,4,2,2,4,2,4,4,,64,61,,,,4,4,3,4,,,68,67,,,,3,3,3,4,4,4,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSM_09042021_L1,Samoa,WSM,2021,09/04/2021,Legislative,4,,2,2,2,2,6420,5,3,0,,49,39,,,49,45,48,47,56,50,45,48,47,61,6,49,,3,3,4,2,4,2,,,,,33,33,,,,3,4,3,3,55,55,55,55,,3,3,4,3,4,50,50,50,50,,4,3,3,4,2,4,,,58,58,,,,4,2,2,3,3,4,2,4,,,,49,49,,,,3,3,5,2,3,4,4,,,,46,46,,,,3,3,3,3,3,4,2,4,2,41,41,40,40,,3,4,3,3,4,4,4,5,2,2,,,,,,54,61,,,,4,4,4,4,3,4,2,50,54,50,54,,5,2,5,2,2,4,4,,44,44,,,,3,4,4,3,,,61,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP_12102014_L1,Sao Tome & Principe,STP,2014,12/10/2014,Legislative,5,,2,2,2,2,3048,1,2,0,,58,,,,60,53,45,59,81,61,53,48,59,82,8,58,,2,4,2,4,2,4,,,,,73,73,,,,5,4,4,4,80,80,80,80,,3,4,3,4,4,72,64,72,64,,4,2,2,4,3,3,,,46,48,,,,1,5,4,3,3,3,2,4,,,,68,68,,,,3,3,4,2,3,3,3,,,,45,41,,,,3,3,1,4,2,4,2,,,33,32,,,,2,4,3,3,3,4,2,2,2,1,,,,,,53,53,,,,4,3,4,2,4,2,4,72,72,72,72,,3,3,3,3,1,5,4,,75,74,,,,4,4,4,4,,,69,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP_07082016_P2,Sao Tome & Principe,STP,2016,07/08/2016,Presidential,7,,2,2,2,2,3229,1,2,0,,41,40,,,50,40,52,48,62,51,40,51,51,62,5,47,,3,3,3,3,2,4,,,,,56,55,,,,3,3,3,4,63,63,63,63,,3,3,3,3,3,46,46,46,46,,4,3,4,3,3,3,,,40,40,,,,3,3,3,3,4,2,3,3,,,,46,48,,,,2,2,4,2,3,2,3,,,,38,38,,,,2,2,2,4,2,4,2,3,3,29,27,32,29,,3,3,3,3,4,4,4,2,4,2,,,,,,58,55,,,,3,3,3,3,3,3,3,56,55,56,55,,3,3,4,2,3,4,3,,48,48,,,,3,4,3,3,,,55,52,,,,3,17,17,17,3,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP_07102018_L1,Sao Tome & Principe,STP,2018,07/10/2018,Legislative,2,,2,2,2,2,3053,1,2,0,,,,,,51,45,43,53,61,51,49,43,53,61,7,51,,3,4,3,4,2,5,,,,,71,71,,,,3,4,3,4,63,63,63,63,,4,2,4,2,2,25,25,25,25,,3,4,2,4,3,4,,,67,67,,,,2,5,4,5,3,4,3,3,,,,73,73,,,,3,3,4,3,2,2,3,,,,33,33,,,,,2,1,3,3,4,2,3,3,,,,,,3,4,3,4,3,4,,5,1,1,,,,,,83,56,,,,5,3,3,3,4,3,4,95,65,95,65,,4,2,3,3,2,5,3,,53,53,,,,3,4,3,3,,,53,53,,,,,,,,,,,,,,,,,3,3,3,3,3,2,2,2,1,1,5,3,4,4,3,3,,,,,,,,,,,,,,,,,,
STP_18072021_P1,Sao Tome and Principe,STP,2021,18/07/2021,Presidential,2,,2,2,2,2,4446,1,2,0,,,,,,69,50,63,78,85,67,51,65,69,85,8,56,,3,4,2,4,1,5,,,,,79,79,,,,4,3,4,5,66,66,66,66,,3,3,3,3,4,58,58,58,58,,4,3,3,3,3,4,,,50,50,,,,2,4,5,4,4,2,2,4,,,,65,65,,,,5,5,4,3,4,4,4,,,,75,73,,,,,3,1,4,2,4,2,4,2,,,,,,2,5,4,3,5,5,1,2,5,1,,,,,,71,69,,,,5,3,4,2,4,2,4,68,68,68,68,,5,2,5,2,2,4,5,,50,50,,,,4,3,3,3,,,53,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEN_30072017_L1,Senegal,SEN,2017,30/07/2017,Legislative,3,,2,2,2,1,2568,1,2,0,,,,,,41,34,47,33,51,41,30,49,38,46,5,43,,4,2,4,2,3,3,,,,,33,33,,,,2,3,3,3,48,48,48,48,,,,,,5,,,,,,5,1,5,1,,,,,,,,,,3,4,4,3,4,2,4,3,,,,,48,,,,1,1,4,2,2,4,4,,,,30,36,,,,2,2,1,4,3,4,2,4,3,15,19,19,22,,3,3,3,3,2,3,1,1,4,2,,,,,,38,46,,,,4,4,4,2,5,2,4,78,73,78,73,,3,3,3,3,2,5,3,,63,57,,,,3,3,2,4,,,50,50,,,,,,,4,,,,,,66,66,3,35,34,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEN_31072022_L1,Senegal,SEN,2022,31/07/2022,Legislative,3,,3,3,1,2,3840,1,2,0,,59,62,,,64,51,69,67,71,65,51,70,67,71,7,59,,3,3,4,2,2,4,,,,,47,47,,,,4,4,3,4,69,69,69,69,,2,4,2,4,3,61,61,61,61,,4,2,3,4,1,5,,,63,63,,,,4,2,4,4,4,2,2,4,,,,53,53,,,,3,3,3,3,4,3,3,,,,50,53,,,,3,3,2,2,4,4,2,3,3,48,48,50,50,,2,4,3,3,4,4,2,4,4,2,,,,,,75,75,,,,4,4,4,2,4,2,4,73,73,73,73,,3,3,2,4,2,4,4,,69,69,,,,2,4,4,3,,,56,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,4,2,4,2,4,3,4,2,4,2,4,4,2,4,2,4
SRB_16032014_L1,Serbia,SRB,2014,16/03/2014,Legislative,13,,2,2,2,3,13806,4,5,0,,53,45,,,58,46,61,48,76,58,47,62,48,76,7,57,,3,3,3,3,2,4,,,,,56,55,,,,4,4,4,4,74,74,74,74,,3,3,3,3,3,51,53,51,53,,4,2,4,2,4,2,,,33,35,,,,2,4,4,3,4,2,3,3,,,,58,57,,,,2,2,4,2,2,2,3,,,,34,35,,,,3,2,2,3,3,4,2,,,31,33,,,,2,4,3,3,4,4,3,3,4,1,,,,,,63,64,,,,4,4,4,2,4,2,4,81,79,81,79,,2,4,2,4,1,5,4,,81,80,,,,4,4,3,4,,,69,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRB_24042016_L1,Serbia,SRB,2016,24/04/2016,Legislative,9,,2,2,2,3,14512,4,5,0,,44,38,,,50,44,54,48,53,50,44,54,47,55,6,46,,3,3,4,2,3,3,,,,,42,42,,,,3,3,3,3,51,51,51,51,,3,3,3,3,3,50,50,50,50,,4,2,4,2,4,2,,,17,24,,,,2,4,3,4,4,2,3,3,,,,53,53,,,,3,3,4,2,3,2,4,,,,39,38,,,,3,3,2,3,3,4,2,3,3,33,36,38,39,,3,3,4,2,4,4,3,3,4,1,,,,,,55,58,,,,3,2,3,2,4,2,4,49,52,49,52,,5,1,4,2,2,4,3,,43,44,,,,3,3,2,3,,,37,39,,,,3,34,34,14,3,46,46,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRB_02042017_P1,Serbia,SRB,2017,02/04/2017,Presidential,9,,3,2,2,3,14512,4,5,0,,44,55,,,44,39,56,31,48,44,38,60,31,47,4,43,,3,3,4,2,3,3,,,,,44,44,,,,3,3,3,3,51,51,51,51,,2,4,3,4,4,71,71,71,71,,4,2,4,2,5,2,,,18,20,,,,2,4,4,3,4,2,4,3,,,,48,49,,,,1,1,5,1,1,1,4,,,,17,17,,,,2,2,2,3,3,4,2,3,3,26,28,25,31,,2,4,4,2,4,3,3,3,4,1,,,,,,60,61,,,,3,4,3,3,3,3,3,58,55,58,55,,4,2,5,1,2,4,3,,40,40,,,,3,3,2,3,,,38,39,,,,,,,3,,,,,,13,34,2,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRB_21062020_L1,Serbia,SRB,2020,21/06/2020,Legislative,4,,4,3,1,3,19094,4,5,0,,37,,,,31,34,45,22,24,30,31,42,22,23,3,35,,3,3,4,2,2,4,,,,,54,54,,,,2,3,2,2,28,28,28,28,,2,4,2,4,5,75,79,75,79,,4,2,5,2,4,2,,,19,19,,,,3,3,4,4,4,2,4,2,,,,45,45,,,,1,1,5,1,1,1,4,,,,18,18,,,,1,2,2,3,3,5,1,5,2,16,16,16,16,,4,2,5,2,4,3,3,3,4,1,,,,,,42,45,,,,2,3,2,3,3,4,2,40,36,40,36,,4,2,3,3,2,4,2,,40,41,,,,1,2,1,1,,,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRB_03042022_P1,Serbia,SRB,2022,03/04/2022,Presidential,5,,4,3,1,3,21503,4,5,0,,50,,,,40,41,42,36,39,40,41,42,36,39,5,37,,3,3,4,2,2,4,,,,,48,48,,,,1,2,2,2,21,21,21,21,,2,4,4,2,2,42,42,42,42,,3,3,5,1,4,2,,,25,23,,,,2,4,4,4,4,2,3,3,,,,59,59,,,,1,1,5,1,2,1,4,,,,23,23,,,,2,3,2,3,3,5,1,4,2,28,28,26,26,,3,3,4,2,3,4,2,3,4,1,,,,,,44,46,,,,3,1,3,3,3,3,3,36,40,36,40,,4,2,3,3,1,5,3,,53,53,,,,2,3,2,2,,,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,2,4,2,4,4,2,3,3,3,4,3,3,3,3,3
SRB_17122023_L1,Serbia,SRB,2023,17/12/2023,Legislative,8,,4,3,1,2,23741,4,5,0,,22,,30,,28,28,38,26,21,29,29,38,26,21,2,,,3,3,4,2,3,3,3,2,3,3,44,44,39,39,,2,3,2,2,27,27,27,27,,4,2,4,2,2,25,25,25,25,,4,2,4,2,5,2,4,2,6,14,9,18,,3,3,4,4,5,2,4,2,2,5,1,42,43,35,36,,1,,5,1,1,2,4,4,2,2,23,23,21,21,,2,1,1,3,3,4,2,5,1,18,19,15,16,,4,2,4,2,4,3,,3,4,1,4,3,2,3,3,54,50,37,38,,3,3,2,3,3,3,3,43,43,43,43,,5,1,5,1,4,2,1,2,13,13,14,14,,2,2,2,2,3,3,20,20,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLE_17112012_P1,Sierra Leone,SLE,2012,17/11/2012,Presidential,2,,2,3,2,1,1429,1,2,0,,,,,,61,52,68,44,81,62,53,72,44,81,,57,,3,4,3,3,2,5,,,,,67,67,,,,5,4,4,5,75,78,75,78,,,,,,,,,,,,2,4,2,4,,,,,,,,,,2,4,3,4,2,4,3,3,,,,70,63,,,,2,2,5,2,3,2,3,,,,30,28,,,,2,2,1,2,4,4,2,,,30,30,,,,2,5,2,4,5,4,2,1,4,1,,,,,,67,65,,,,4,2,4,2,5,2,5,70,65,70,65,,4,2,2,4,2,4,4,,63,63,,,,4,4,4,5,,,72,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLE_31032018_P2,Sierra Leone,SLE,2018,31/03/2018,Presidential,3,,3,3,1,1,1390,1,2,0,,55,,,,51,51,34,47,71,50,45,44,47,66,7,50,,2,4,2,4,2,4,,,,,75,75,,,,4,4,4,4,67,67,67,67,,3,4,3,3,3,54,54,54,54,,3,3,3,3,3,3,,,50,50,,,,2,4,2,3,4,2,3,3,,,,43,43,,,,3,3,4,3,4,3,3,,,,45,45,,,,3,3,2,3,4,4,2,4,3,35,43,38,42,,3,3,4,2,5,3,1,4,1,1,,,,,,50,48,,,,4,3,4,1,5,1,5,85,80,85,80,,5,2,3,3,3,3,3,,44,41,,,,4,4,4,4,,,67,67,,,,,,,,,,,,,,,,,3,3,2,2,3,3,3,4,2,2,3,3,4,4,4,4,,,,,,,,,,,,,,,,,,
SLE_24062023_P1,Sierra Leone,SLE,2023,24/06/2023,Presidential,5,,3,3,1,1,1644,1,2,0,,47,59,36,62,36,35,40,49,21,36,33,40,48,21,3,,,3,3,4,2,2,4,2,2,3,3,48,48,41,41,,2,3,2,2,25,25,25,25,,3,3,3,3,3,56,56,56,56,,4,2,4,2,3,3,3,3,37,37,38,38,,3,3,3,3,4,2,4,2,3,4,2,40,42,38,39,,2,,3,3,2,3,4,4,2,3,43,46,39,41,,2,3,2,3,3,5,1,4,2,26,26,33,25,,4,2,4,2,3,4,,2,2,2,2,4,3,3,3,46,36,43,34,,2,3,2,4,2,4,2,35,35,35,35,,5,1,4,2,3,3,1,2,25,25,24,24,,1,3,2,2,4,3,24,24,30,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SGP_11092015_L1,Singapore,SGP,2015,11/09/2015,Legislative,14,,4,4,1,4,86128,3,3,0,,50,58,,,52,36,72,40,61,53,35,72,39,65,6,53,,4,2,4,2,3,3,,,,,27,27,,,,4,4,4,4,75,76,75,76,,5,1,5,1,2,13,13,13,13,,2,4,2,4,1,5,,,83,80,,,,3,3,3,3,4,2,3,3,,,,45,46,,,,2,2,4,2,2,2,3,,,,31,32,,,,2,2,3,3,3,4,2,,,34,35,,,,2,4,2,4,4,3,2,4,4,2,,,,,,73,71,,,,4,4,4,3,3,3,3,62,65,62,65,,2,4,2,4,2,4,3,,74,74,,,,3,4,3,3,,,53,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SGP_10072020_L1,Singapore,SGP,2020,10/07/2020,Legislative,8,,4,4,1,4,99681,3,3,0,,60,,,,60,51,82,38,67,59,50,82,38,67,6,65,,4,2,4,2,3,3,,,,,39,36,,,,4,5,4,4,78,79,78,79,,4,2,4,2,2,18,18,18,18,,2,4,1,5,1,5,,,90,90,,,,2,4,4,4,4,2,3,4,,,,59,58,,,,2,2,4,2,3,3,3,,,,31,38,,,,3,3,4,2,4,4,3,2,5,58,56,63,61,,1,5,1,5,4,3,3,4,4,1,,,,,,75,76,,,,5,5,5,4,2,3,3,65,72,65,72,,2,4,1,5,1,5,4,,83,88,,,,3,4,3,4,,,61,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SGP_01092023_P1,Singapore,SGP,2023,01/09/2023,Presidential,9,,4,4,1,4,129083,3,3,0,,54,,66,,63,55,81,52,64,65,59,81,53,65,7,,,5,1,4,2,3,3,4,2,4,5,25,29,47,53,,5,4,5,5,90,90,90,90,,4,2,4,2,2,23,23,23,23,,3,3,2,4,1,5,2,4,69,69,72,72,,3,3,3,4,2,4,3,3,2,2,4,55,62,53,59,,2,,4,2,3,2,2,3,3,4,25,35,34,43,,3,3,4,2,4,2,4,2,4,35,64,39,68,,1,5,1,5,5,3,,4,5,2,2,4,4,2,4,83,83,67,69,,5,5,5,3,3,2,4,67,79,67,79,,2,4,2,4,1,5,4,4,75,84,75,81,,3,4,3,4,1,5,71,71,76,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVK_29032014_P2,Slovak Republic,SVK,2014,29/03/2014,Presidential,12,,1,1,2,4,29020,4,5,1,,72,,,,75,76,65,78,81,76,75,66,78,83,9,74,,2,4,2,4,2,4,,,,,76,76,,,,4,5,4,5,83,83,83,83,,1,5,1,5,3,78,81,78,81,,2,4,2,4,2,4,,,84,80,,,,1,5,4,5,2,4,1,5,,,,87,87,,,,4,4,3,4,4,4,3,,,,58,62,,,,3,4,2,2,4,3,3,,,48,54,,,,1,5,2,4,5,5,3,4,2,1,,,,,,78,78,,,,5,5,5,1,5,2,5,89,91,89,91,,2,4,1,5,1,5,4,,79,84,,,,4,5,4,5,,,82,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
